,video,title,tags,description,category,caption
28,xQoT99Wv6hI,Ten Little Buses | Part 2 | Plus Lots More Nursery Rhymes | 48 Mins Compilation from LittleBabyBum!," best kids songs, kids song,बेबी गाने, sing-along, playground song, children learning, toddler songs, nursery rhymes, yes yes playground, sing-along songs, best nursery rhymes,boo boo song, little baby bum, rhymes for children, kindergarten songs,영어동요 모음, rhyme,बच्चे के गाने सीखना, yes yes playground song, songs for children, kids video songs, kid songs, children songs, education","We're available on Spotify!
https://open.spotify.com/playlist/05tdW3fw1NDaqVELGgYuWm?si=Z-alZcFWQGWFsJ1TX1TpSw

SUBSCRIBE for new videos every week!►https://www.youtube.com/user/LittleBabyBum?sub_confirmation=1
Songs About Numbers, ABC's and shapes:
https://www.youtube.com/watch?v=wwdqK_XNBNM&list=PL0VE_cI7-AYRotjbI1cGFg8zscyzgFClS

LBB TV: 
https://www.youtube.com/watch?v=fQTDpa_c-nk&list=PL0VE_cI7-AYRx9Qbz5C0oQix0AO6YdCtw

LBB and friends:
https://www.youtube.com/watch?v=J3htU652mBY&list=PL0VE_cI7-AYSuxGdfT5N15Aks-y_HbNg7

Ten little animals | Counting for kids:
https://www.youtube.com/watch?v=lX2NvIQS8iM

ABC song:
https://www.youtube.com/watch?v=ezdzxieXJvc

Enjoy this fun compilation, starting with Little Puppy Song and plus lots more nursery rhymes!

© El Bebe Productions Limited - part of LittleBabyBum

00:04 Ten Little Buses - Part 2
01:50 Ten Little Buses - Part 1
04:05 Number 7 Song
05:37 Happy Birthday Song - Part 2
07:05 Hopping Song
08:41 Three Little Kittens - Part 3
11:00 The Fox
12:54 Wheels On The Bus - Part 12
14:52 Billy Boy
16:31 Mary Had A Little Lamb - Part 2
18:04 The Muffin Man
19:39 Diddle Diddle Dumpling, My Son John
21:20 Ten Little Fingers
22:42 Down By The Bay
24:25 Number 4 Song
25:57 There Was A Crooked Man
27:15 Day And Night Song
28:55 Animal Fair
30:26 Georgie Porgie
32:05 Jack Sprat
33:40 Mary Mary Quite Contrary
35:25 Boing Boing Bounce Bounce
36:57 Counting Fish
38:31 Ten Little Baby Bum Friends
40:08 Ten Little Fingers and Toes
41:43 Take Me Out To The Ball Game
43:19 Twinkle Twinkle Little Star - Part 5
45:16 Pease Porridge Hot
46:47 A Tisket A Tasket
#nurseryrhymes #littlebabybum",\'Nursery Rhymes\',true
29,Xpup3XqVbY0,Finger Family - Animals | CoCoMelon Nursery Rhymes & Kids Songs,"abckidtv,preschool,sing-along,nursery rhymes,kids entertainment,kids education,sing-along songs,cocomelon,toddler,kindergarten,baby songs,kids animation,kid songs,kids videos,children songs","Subscribe for new videos every week: https://www.youtube.com/c/cocomelon?sub_confirmation=1

Enjoy our other nursery rhymes and kids songs:
Please and Thank You https://youtu.be/ANChOA4SyL0
ABC Phonics Song https://youtu.be/wSSlwtED2Yg
I'm Sorry/Excuse Me Song https://youtu.be/BG7oqAQsv-k
Clean Up Song https://youtu.be/v1rBxf4VgaA
Sharing Song https://youtu.be/96fq4YmYjzQ
Happy Birthday Song https://youtu.be/ho08YLYDM88
Our Original ABC Song https://youtu.be/_UR-l3QI2nE

About Cocomelon:

Where kids can be happy and smart!

At Cocomelon, our goal is to help make learning a fun and enjoyable experience for kids by creating beautiful 3D animation, educational lyrics, and toe-tapping music. 

Kids will laugh, dance, sing, and play along with our videos, learning letters, numbers, animal sounds, colors, and much, much more while simply enjoying our friendly characters and fun stories.

We also make life easier for parents who want to keep their kids happily entertained, giving you the peace of mind that your children are receiving quality educational content.  Our videos also give you an opportunity to teach and play with your children as you both watch!

WEBSITE: http://www.Cocomelon.com
FACEBOOK: https://www.facebook.com/Cocomelonkids
INSTAGRAM: https://www.instagram.com/cocomelon_official/
TWITTER: https://www.twitter.com/Cocomelonkids


Copyright © Treasure Studio, Inc. All rights reserved.",\'Nursery Rhymes\',true
30,dMBjHHS00Yw,Johny Johny Yes Papa  | Nursery Rhymes | Kids Songs | FUNtastic TV,"Nursery Rhyme (Literature Subject),Johny Johny Yes Papa,Super Simple Songs,Kids Songs,Nursery Rhyme Compilation,nursery rhyme,Songs for Kids,toddlerific,top kids songs,best kids songs,kids song collection,nursery rhyme collection,Johny Johny,funtastic,funtastictv,funtastic tv,fantastic,fantastictv,fantastic tv","Listen to our favorite Baby Joy Joy music!
https://open.spotify.com/artist/6GAZ9fxattwUYRuTRddv5N
https://music.apple.com/us/artist/baby-joy-joy/1487494374
https://play.google.com/store/music/artist?id=Aq5cwfjdjqjzw3fyvp4u4crlaly

Find Baby Joy Joy on Spotify!  https://open.spotify.com/artist/6GAZ9fxattwUYRuTRddv5N 
Get the Baby Joy Joy doll!     https://www.amazon.com/Baby-Joy-13-Plush-Doll/dp/B07N1XJR98 
Download the Baby Joy Joy ABC Game! https://babyjoyjoy.com/pages/app-download 
Johny Johny Yes Papa and More FUNTASTIC Nursery Rhymes!
Please SUBSCRIBE here: http://bit.ly/subscribe2funtastic

Johny Johny Yes Papa  | Nursery Rhymes | Kids Songs | FUNtastic TV

Check out this modern twist on a classic nursery rhyme! See what Johny learns about eating healthy and telling the truth.

Watch Funtastic's Newest Videos Here! https://goo.gl/bRLQN3
Watch Funtastic Nursery Rhyme & Kids Songs Here! https://goo.gl/qGbjNp
Watch Funtastic Children's Music Here!  https://goo.gl/CSCqAb
Watch Funtastic Baby Songs Here! https://goo.gl/wUzwhg
Watch Funtastic Educational Kids Songs Here! https://goo.gl/PfAWhB
Watch Funtastic's Most Popular Videos Here! https://goo.gl/W8PZ5T
Watch Funtastic Things I Learned Today Here! https://goo.gl/rF6bFZ
Watch Funtastic Johny Johny Yes Papa Videos Here! https://goo.gl/6uZDKs

Lyrics:

Johny, Johny.
Yes Papa?
Eating sugar?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating cake?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating cookies?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Cookies!
Cake!
Sugar!

Johny, Johny.
Yes Papa?
Eating ice cream?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating cupcakes?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating chocolate?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Chocolate!
Cupcakes!
Ice Cream!
Cookies!
Cake!
Sugar!

Johny, Johny.
Yes Papa?
Eating candy?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating peanut butter?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Johny, Johny.
Yes Papa?
Eating caramel?
No Papa.
Telling lies?
No papa.
Open wide!
Ah, Ah, Ah.

Caramel!
Peanut Butter!
Candy!
Chocolate!
Cupcakes!
Ice Cream!
Cookies!
Cake!
Sugar!",\'Nursery Rhymes\',true
31,XI2sXvesncc,Halloween Baby Shark | Kids Songs and Nursery Rhymes | Halloween Songs from Bounce Patrol,"baby shark,baby shark song,baby shark dance,shark song,baby shark halloween,halloween baby shark,baby shark remix,halloween,halloween songs,kids halloween songs,nursery rhyme,nursery rhymes,kids rhymes,animals,baby songs,baby shark doo doo doo,animal songs,doo doo doo doo,baby,shark,kids songs,rhymes,halloween songs for kids,kids,children,toddlers,family,songs for kids,preschool","Everybody's favourite nursery rhyme Baby Shark is back with a Halloween twist! The Shark family are dressed up in costumes for a Halloween party! What will we see in the ocean this time? There's a spooky ghost, a wicked witch and a flying bat! Jump up and dance with Bounce Patrol and the Baby Shark family this Halloween. Do you know the Baby Shark song? Do doo do doo do doo... 🎵🦈

Want to watch offline, with no ads? Get the Bounce Patrol App!
📲 http://bit.ly/BouncePatrolApp
*Stream videos with NO ADS
*Download videos for offline viewing
*Behind the scenes content
*Exclusive downloads - preschool learning resources, piano sheet music, karaoke tracks, games, activities and more!
*Support Bounce Patrol, help us make new videos!

Find our songs on:
🟣 Apple Music: https://apple.co/2YC8aSz
🟢 Spotify: https://spoti.fi/2A52fNF
🔵 Amazon Music: https://amzn.to/2nqDCFC
🔴 YouTube Music: https://bit.ly/BP-YTMusic

Subscribe for new videos! 
▶️ http://www.youtube.com/user/BouncePatrolKids

WEBSITE: http://www.BouncePatrol.com
FACEBOOK: http://www.facebook.com/BouncePatrol
TWITTER: http://www.twitter.com/BouncePatrol

Bounce Patrol make original songs and nursery rhymes for the whole family to enjoy. We love getting kids up and bouncing to our music (hence the name - Bounce Patrol!). Jump up and dance along with Jackson, Alyssa, Rachel, Will and Jacinta - let's bounce!",\'Nursery Rhymes\',true
32,2i6uYH2wfqo,Where Did You Go?! | Hide and Seek | Nursery Rhymes | Original Song By LittleBabyBum!,"영어동요 모음,yes yes playground song,boo boo song,kids song,toddler songs,children learning,education,children songs,rhyme,kid songs,nursery rhymes,playground song,बेबी गाने,best nursery rhymes,kids video songs,sing-along,sing-along songs,best kids songs,kindergarten songs,बच्चे के गाने सीखना,songs for children,yes yes playground,little baby bum,rhymes for children","We're available on Spotify!
https://open.spotify.com/playlist/05tdW3fw1NDaqVELGgYuWm?si=Z-alZcFWQGWFsJ1TX1TpSw

Download this video now! https://wayokids.com/p/where-did-you-go-from-little-baby-bum-official-release-13281

 
 
Download LBB videos ► https://wayokids.com/littlebabybum
Plush Toys ►http://littlebabybum.com/shop/plush-toys/
© El Bebe Productions Limited - part of LittleBabyBum

Lyric:
1, 2, 3, 4, 5, 6, 7, 8, 9, 10...coming! ready or not!!

Count 1 to 10 without a peek
You go hide! And then I seek! 
Where d'you go? Where d'you hide?
You're not in the places I tried!
I look over here, I look over there
I look up and down and everywhere!
You're good at this, where did you go?
Are you here? yes, yes, yes....no!
#nurseryrhymes #littlebabybum",\'Nursery Rhymes\',true
33,Fk12bruLxU0,Ten Little Indians and Many More Nursery Rhymes | Popular Number Songs Collection | ChuChu TV,"Number rhymes for children,number songs,numbers,numbers songs,Nursery Rhymes,Rhymes,Nursery Rhymes Collection,Popular Nursery Rhymes,Top Nursery Rhymes,dancing,singing,dance song,dance songs,dance songs for chilfren,dance,kids,children,songs for children,kids music,collection,compilation,Ten Little Indians,Numbers Song,Five Little Monkeys,One Two Buckle My Shoe,Five little Ducks,Hickory Dickory Dock,Ten In The Bed,Songs","Number Rhymes For Children | Popular Numbers Songs & Nursery Rhymes by ChuChuTV

00:08 Ten Little Indians
01:58  Numbers Songs
06:30  Five Little Monkeys Robot
09:59  One Two Buckle My Shoe
12:05  Five little Ducks
14:06  Five little Monkeys
16:32  Hickory Dickory Dock
18:26  Ten In The Bed

============================================
Music and Lyrics: Copyright 2016 ChuChu TV™ Studios
Video: Copyright 2016 ChuChu TV™ Studios
============================================",\'Nursery Rhymes\',true
34,Wyw7hXXVg1w,The Farmer In The Dell nursery rhyme + more farm songs for kids | HeyKids,"the farmer in the dell,the farmer in the dell song,farmer in the dell,farmer in the dell nursery rhyme,farmer in the dell song,songs for kids,the farmer in the dell lyrics,farmer in the dell lyrics,old macdonald had a farm,song for kids,nursery rhymes,farm songs for kids,farm songs for toddlers,heykids,hey kids","The best farm songs for kids: The Farmer In The Dell, Old MacDonald Had a Farm, Blue Tractor and many more nursery rhymes! Subscribe now: http://www.youtube.com/channel/UCMsQNXla0kQU5337ipRj1eQ?sub_confirmation=1

New! KeyKids iOS app and Android app! Download it from App Store: https://itunes.apple.com/us/app/nursery-rhymes-heykids/id1175092099?ls=1&mt=8 and Google Play Store: https://play.google.com/store/apps/details?id=com.heykids.nurseryrhymes.app

Facebook: https://www.facebook.com/heykids.nursery.rhymes/

0:00 The Farmer In The Dell song
2:15 Big Blue Tractor song: https://youtu.be/8DtHwLFREbA
4:52 The Cow song: https://youtu.be/xWh1ky4M-Hg
6:41 Old MacDonald Had A Farm: https://youtu.be/mYGEKDZjSJI
9:46 Baa Baa Black Sheep song: https://youtu.be/RAoqNuWUgg4

The Farmer In The Dell lyrics
----------------------------------------------

The farmer in the dell
The farmer in the dell
Hi-ho, the derry-o…
The farmer in the dell

The farmer takes the wife
The farmer takes the wife
Hi-ho, the derry-o…
The farmer takes the wife

The wife takes the child
The wife takes the child
Hi-ho, the derry-o…
The wife takes the child

The child takes the nurse
The child takes the nurse
Hi-ho, the derry-o…
The child takes the nurse

The nurse takes the bull
The nurse takes the bull
Hi-ho, the derry-o…
The nurse takes the bull

The bull takes the cow
The bull takes the cow
Hi-ho, the derry-o...
The bull takes the cow

The cow takes the dog
The cow takes the dog
Hi-ho, the derry-o…
The cow takes the dog

The dog takes the cat
The dog takes the cat 
Hi-ho, the derry-o…
The dog takes the cat

The cat takes the mouse
The cat takes the mouse
Hi-ho, the derry-o…
The cat takes the mouse

The mouse takes the cheese 
The mouse takes the cheese
Hi-ho, the derry-o…
The mouse takes the cheese

The cheese stands alone
The cheese stands alone
Hi-ho, the derry-o…
The cheese stands alone

HeyKids.com - The best nursery rhymes and songs for kids and toddlers

#nurseryrhymes

------------------------------------------------
© 2019 Vveee Media Limited.
------------------------------------------------",\'Nursery Rhymes\',true
35,NF-jnyNKLZ0,Finger Family (Sea Animals Version) | CoComelon Nursery Rhymes & Kids Songs,"children songs,kids animation,cocomelon,kindergarten,toddler,preschool,baby songs,sing-along,abckidtv,kids entertainment,kids education,kid songs,kids videos,sing-along songs,nursery rhymes","Subscribe for new videos every week: https://www.youtube.com/c/cocomelon?sub_confirmation=1

Enjoy our other nursery rhymes and kids songs:
Please and Thank You https://youtu.be/ANChOA4SyL0
ABC Phonics Song https://youtu.be/wSSlwtED2Yg
I'm Sorry/Excuse Me Song https://youtu.be/BG7oqAQsv-k
Clean Up Song https://youtu.be/v1rBxf4VgaA
Sharing Song https://youtu.be/96fq4YmYjzQ
Happy Birthday Song https://youtu.be/ho08YLYDM88
Our Original ABC Song https://youtu.be/_UR-l3QI2nE

'Sound Effects by http://audiomicro.com/sound-effects'

About Cocomelon:

Where kids can be happy and smart!

At Cocomelon, our goal is to help make learning a fun and enjoyable experience for kids by creating beautiful 3D animation, educational lyrics, and toe-tapping music. 

Kids will laugh, dance, sing, and play along with our videos, learning letters, numbers, animal sounds, colors, and much, much more while simply enjoying our friendly characters and fun stories.

We also make life easier for parents who want to keep their kids happily entertained, giving you the peace of mind that your children are receiving quality educational content.  Our videos also give you an opportunity to teach and play with your children as you both watch!

WEBSITE: http://www.Cocomelon.com
FACEBOOK: https://www.facebook.com/Cocomelonkids
INSTAGRAM: https://www.instagram.com/cocomelon_official/
TWITTER: https://www.twitter.com/Cocomelonkids


Copyright © Treasure Studio, Inc. All rights reserved.",\'Nursery Rhymes\',true
36,-FST-CqbqUY,I Like To Ride My Bicycle | Nursery Rhymes From Caitie's Classroom,"i like to ride my bicycle,i like to ride my bicycle nursery rhyme,i like to ride my bicycle baby song,i like to ride on my bike,bicycle song for kids,baby songs,nursery rhymes,children songs,educational song for kids,kids songs,kids educational songs,kids song,education,toddler songs,kid songs,bicycle","Watch this video and MUCH more in the Super Simple App for iOS! ► http://apple.co/2nW5hPd
Let's go for a bike ride and sing along to this original bicycle song for kids, ""I Like To Ride My Bicycle""!

Say ""hi"" to Caitie on the Caitie's Classroom Facebook page ► http://bit.ly/caitiesclassroomFB

Listen to Super Simple Songs on Spotify: https://spoti.fi/2ofnaZg
Listen to Super Simple Songs on Apple Music: https://apple.co/2pBcg0j
Or, just ask your smart speaker to play Super Simple Songs!

PARENTS AND TEACHERS: Thank you so much for watching Super Simple Songs with your families and/or students. If your young ones are watching without supervision, we recommend some of the following viewing options:
► SUPER SIMPLE APP -- http://bit.ly/SuperSimpleApp
Be the first to watch new Super Simple videos in the Super Simple App! Ad-free and designed for young learners.
► DOWNLOAD -- http://bit.ly/SuperSimpleShop
Videos from all Super Simple channels are available for purchase at the Super Simple online shop. You can also find some DVDs there.
► YOUTUBE KIDS -- http://bit.ly/You-Tube-Kids
Designed to make it safer and simpler for young ones to watch online video, YouTube Kids includes a suite of parental controls so you can tailor the experience to suit your family’s needs.
► AMAZON VIDEO
Are you an Amazon Prime member? Watch Super Simple videos ad-free on Amazon Prime Video. Just search for “Super Simple.”
► KHAN ACADEMY KIDS -- http://bit.ly/KhanKids-App
Super Simple has partnered with Khan Academy on their latest app designed for preschoolers. You’ll find Super Simple Songs worked into the curriculum throughout the app.
► PLAYKIDS -- http://bit.ly/Play-Kids
Do you have the PlayKids app? You can find many of our Super Simple Songs and programs in the app!

FREE SUPER SIMPLE TEACHING RESOURCES: http://bit.ly/SSFree-Resources

SOCIAL MEDIA:
Super Simple Newsletter Sign Up: http://bit.ly/SuperSimpleSignUp
Facebook: http://bit.ly/SuperSimpleFacebook
Instagram: http://bit.ly/SuperSimpleInsta
Twitter: http://bit.ly/SuperSimpleTwitter
Pinterest: http://bit.ly/SuperSimplePinterest

LYRICS:

Let’s go for a bike ride!
Get your helmet!
Let’s go!

I like to ride my bicycle.
I ride it every day.
I ride it when I go to school.
Or when I want to play.

I pedal all around the town.
I pedal round and round and round.
I pedal uphill and don’t you know.
I can even pedal fast. I can even pedal slow.

I like to ride my bicycle.
I ride it everywhere.
Anywhere you need to go,
A bike can take you there.

I pedal up, I pedal down.
I pedal round and round and round.
And I always stop to say hello.
But if I’m late for dinner I can go go go!
I can go go go!

I like to ride my bicycle
(whistling)
I like to ride my bicycle
(whistling)

Pedal breakdown:
Half-time pedals - 8x
“Let’s go faster!”
Fast pedals 4x4
“Woah not too fast” - 8 bars
Big uphill half-time pedals - 8x
“We made it! Let’s go down!”
Fast downhill pedals - 4x4
“Woah not too fast” - 4 bars

Pedal, pedal, pedal, pedal, pedal, pedal, pedal, pedal.

Let’s go faster.

Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal, pedal, whoa!

Not too fast! Look up ahead. It’s a big hill! 
Come on! Let’s pedal to the top together!

Pedal, pedal, pedal, pedal, pedal, pedal, pedal, pedal.

We made it! Let’s go down.

Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal.
Pedal, pedal, pedal, pedal, pedal, pedal, pedal, pedal, whoa!

Not too fast!

I like to ride my bicycle.
It’s easy as can be.
I like to ride my bicycle.
And you can ride with me!",\'Nursery Rhymes\',true
37,GOCroTBFlFw,Do You Like Broccoli Ice Cream? + More | Nursery Rhymes | Super Simple Songs,"Ice Cream (Food),Broccoli (Food),family,Spaghetti Yogurt,preschool,toddlerific,nursery rhyme collection,kids song collection,collection,compilation,kids songs,rhymes,www.supersimplelearing.com,Super Simple Learning,Broccoli Ice Cream,best kids songs,nursery,kindergarten,Nursery Rhyme Compilation,nursery rhymes,education,Songs for Kids,Do You Like Broccoli Ice Cream,top kids songs,Super Simple Songs,nursery rhyme","Watch videos from Super Simple in the Super Simple App for iOS! ► http://apple.co/2nW5hPd

Stream the full new ""Do You Like Broccoli Ice Cream? & More Kids Songs"" on Amazon: http://amzn.to/2vcIRHo
Do you like broccoli? Do you like ice cream? Do you like broccoli ice cream? We’re singing about likes and dislikes with this super silly song, plus many more of your favorite nursery rhymes and kids songs  in this giant Super Simple Songs compilation.


Listen to Super Simple Songs on Spotify: https://spoti.fi/2ofnaZg
Listen to Super Simple Songs on Apple Music: https://apple.co/2pBcg0j
Or, just ask your smart speaker to play Super Simple Songs!

PARENTS AND TEACHERS: Thank you so much for watching Super Simple Songs with your families and/or students. If your young ones are watching without supervision, we recommend some of the following viewing options:
► SUPER SIMPLE APP -- http://bit.ly/SuperSimpleApp
Be the first to watch new Super Simple videos in the Super Simple App! Ad-free and designed for young learners.
► DOWNLOAD -- http://bit.ly/SuperSimpleShop
Videos from all Super Simple channels are available for purchase at the Super Simple online shop. You can also find some DVDs there.
► YOUTUBE KIDS -- http://bit.ly/You-Tube-Kids
Designed to make it safer and simpler for young ones to watch online video, YouTube Kids includes a suite of parental controls so you can tailor the experience to suit your family’s needs.
► AMAZON VIDEO
Are you an Amazon Prime member? Watch Super Simple videos ad-free on Amazon Prime Video. Just search for “Super Simple.”
► KHAN ACADEMY KIDS -- http://bit.ly/KhanKids-App
Super Simple has partnered with Khan Academy on their latest app designed for preschoolers. You’ll find Super Simple Songs worked into the curriculum throughout the app.
► PLAYKIDS -- http://bit.ly/Play-Kids
Do you have the PlayKids app? You can find many of our Super Simple Songs and programs in the app!

FREE SUPER SIMPLE TEACHING RESOURCES: http://bit.ly/SSFree-Resources

SOCIAL MEDIA:
Super Simple Newsletter Sign Up: http://bit.ly/SuperSimpleSignUp
Facebook: http://bit.ly/SuperSimpleFacebook
Instagram: http://bit.ly/SuperSimpleInsta
Twitter: http://bit.ly/SuperSimpleTwitter
Pinterest: http://bit.ly/SuperSimplePinterest
Song List
Do You Like Broccoli Ice Cream? - 0:00:07
Do You Like Spaghetti Yogurt? - 0:02:32
If You’re Happy - 0:04:57
Wag Your Tail - 0:06:49
One Potato, Two Potatoes - 0:09:30
Rock Scissors Paper Fingerplay #1 - 0:10:51
BINGO - 0:12:36
Go Away, Spooky Goblin! - 0:15:22
I See Something Pink - 0:16:59
Let’s Go To The Zoo - 0:19:48
We All Fall Down - 0:23:28
Yes, I Can! - 0:25:25
Mary Had A Kangaroo - 0:28:46
Put On Your Shoes - 0:31:28
The Shape Song #1 - 0:34:23
Head Shoulders Knees & Toes (Speeding Up) - 0:38:30
I Have A Pet - 0:40:18
Hello! - 0:42:27
Jingle Bells - 0:43:43
Open Shut Them - 0:46:30
How’s The Weather? - 0:48:54
The Animals On The Farm - 0:50:44
Knock Knock, Trick Or Treat? - 0:53:48
The Months Chant - 0:58:33
Walking In The Jungle - 1:00:49
Good Morning, Mr. Rooster - 1:04:15
Rain Rain Go Away - 1:05:06
I’m A Little Snowman - 1:07:21
Head Shoulders Knees & Toes (Sing It) - 1:08:39
Ten In The Bed - 1:09:35

Super Simple Songs® and Super Simple Learning® are registered trademarks of Super Simple Learning, Inc.",\'Nursery Rhymes\',true
38,DlkxngpMBoA,Boo Boo Song | Best Kids Song | Nursery Rhymes and Children Songs,"cartoon nursery rhymes,super supremes,superhero,kids baby songs,kids songs,nursery rhymes,super,heroes,cartoon,animation,kids tv,cartoon song,english rhymes,superhero kids,family friendly,kids shows,baby songs,kids music,rhymes for kids,nursery,children's song,english songs for children,children's music,learning english,school preschool,kindergarten activities,in english,alphabet,songs,for kids,with lyrics,baby cartoon,baby,tv,3d,rhyme,children,kid","Learning is always fun with the Supremes popular nursery rhymes. We bring to you some amazing songs for kids to sing along with us and have a good time. Kids will dance, laugh, sing and play along with our videos while they also learn numbers, letters, colors, good habits and more! 

So come along for an awesome educational fun ride with our wide variety of nursery rhymes songs and don’t forget to subscribe to our channel for new videos every week.
© 2017 USP Studios Private Limited 

Click on the Link Below to Watch and Read Wonderful Stories of Super Supremes only on Rivet! :
https://rivet.area120.com/read/#/category/youtube/Super%20Supremes?utm_source=youtube_direct&utm_campaign=Super%20Supremes

======================================================
Music and Lyrics: Copyright USP Studios™ Video: Copyright USP Studios™ ======================================================",\'Nursery Rhymes\',true
39,fyLDlFkxxAo,Rain Rain Go Away - Nursery Rhyme with Rainy Day Activities! Nursery Rhymes & Songs for Children,"Rain Rain Go Away,rain rain,go away,nursery rhyme,rhymes,nursery rhymes,kids,songs,children's song,nursery rhyme lyrics,popular nursery rhymes,rain song,rain rain song,rain,rainy day activities,rain nursery rhyme,ESL,kindergarten,kindergarten song,preschool song,rainy day song,songs for toddlers,children,kids songs,songs for children,song,music,rhymes for children,children rhymes,children songs,preschool,family,best nursery rhymes","""Rain, Rain, Go Away"" Nursery Rhyme for Kids. It's raining, it's pouring... Rain rain go away, so Bounce Patrol can go out and play! We have lots of ideas for things you can do on a rainy day. Jacinta likes to draw with crayons, and Rachel wants to have a tea party. Sing along with Bounce Patrol and chase away those rainy day blues! 

Want to watch with no ads? Get the Bounce Patrol App!
📲 http://bit.ly/BouncePatrolApp
*Stream videos with NO ADS
*Download videos for offline viewing
*Behind the scenes content
*Exclusive downloads - preschool learning resources, piano sheet music, karaoke tracks, games, activities and more!

Find our songs on:
🟣 Apple Music: https://apple.co/2YC8aSz
🟢 Spotify: https://spoti.fi/2A52fNF
🟡 Google Play: http://bit.ly/2o2ycRl
🔵 Amazon Music: https://amzn.to/2nqDCFC
🔴YouTube Music: https://bit.ly/BP-YTMusic

Subscribe for new videos! 
▶️ http://www.youtube.com/user/BouncePatrolKids

WEBSITE: http://www.BouncePatrol.com
FACEBOOK: http://www.facebook.com/BouncePatrol
TWITTER: http://www.twitter.com/BouncePatrol

Bounce Patrol make original songs and nursery rhymes for the whole family to enjoy. We love getting kids up and bouncing to our music (hence the name - Bounce Patrol!). Jump up and dance along with Jackson, Alyssa, Rachel, Will and Jacinta - let's bounce!

LYRICS:

Rain rain go away, come again another day 
Jacinta wants to play, rain rain go away
When it rains we grab our crayons and spread the paper out
Draw a picture of us playing when the sun comes back out 

Rain rain go away, come again another day 
Alyssa wants to play, rain rain go away
When it rains we build a cubby house from blankets and the couch
Sit by the window and look outside at the rain pouring down

Rain rain go away, come again another day 
Jackson wants to play, rain rain go away
When it rains we pretend to be pirates out at sea
Our ship is in a storm, but we’re all safe and warm, inside is where we be! Aaarrr

Rain rain go away, come again another day 
Rachel wants to play, rain rain go away
When it rains we have a party with all our toys as guests
Set them up and serve them cups of tea, these little cakes are the best!

Rain rain go away, come again another day 
Will wants to play, rain rain go away
When it rains we splash in the puddles on the ground
We put on gumboots and a raincoat to keep the raindrops out

Rain rain go away, come again another day 
We all want to play, rain rain go away
Come on everybody!

Rain rain go away, come again another day 
Bounce Patrol wants to play, rain rain go away
Rain rain go away, come again another day 
Bounce Patrol wants to play, rain rain go away

Bounce Patrol wants to play, rain rain go away
Rain... rain... rain... rain... rain... Go Away!",\'Nursery Rhymes\',true
40,AqwLb00BOqc,Mary had a Little Lamb - Nursery Rhymes and Kids Songs,"mary had a little lamb,nursery rhymes,kids rhymes,nursery rhyme,kids songs,kids music,nursery songs,nursery rhymes songs,nursery rhymes for babies,nursery rhymes for kids,kids,preschool,youtube kids,kids videos,animals songs,animal songs,kids animal songs","""Mary had a Little Lamb"" nursery rhyme for kids, with a Bounce Patrol twist. Everywhere that Mary went the lamb was sure to follow... do you recognise any of the places Mary and her lamb go on their adventures? Follow along as Mary takes her lamb to school, the beach and lots of other fun places

Get the Bounce Patrol App!
📲 http://bit.ly/BouncePatrolApp
*Stream videos with NO ADS
*Download videos for offline viewing
*Behind the scenes content
*Exclusive downloads - preschool learning resources, piano sheet music, karaoke tracks, games, activities and more!

Find our songs on:
🟣 Apple Music: https://apple.co/2YC8aSz
🟢 Spotify: https://spoti.fi/2A52fNF
🟡 Google Play: http://bit.ly/2o2ycRl
🔵 Amazon Music: https://amzn.to/2nqDCFC
🔴YouTube Music: https://bit.ly/BP-YTMusic

Subscribe for new videos! 
▶️ http://www.youtube.com/user/BouncePatrolKids

WEBSITE: http://www.BouncePatrol.com
FACEBOOK: http://www.facebook.com/BouncePatrol
TWITTER: http://www.twitter.com/BouncePatrol

Bounce Patrol make original songs and nursery rhymes for the whole family to enjoy. We love getting kids up and bouncing to our music (hence the name - Bounce Patrol!). Jump up and dance along with Jackson, Alyssa, Rachel, Will and Jacinta - let's bounce!

Thanks for watching!",\'Nursery Rhymes\',true
